candidate_gene,neighbors,neighbors_in_seed,neighbors_divide_by_interactome_size,neighbors_in_seed_divide_by_seed_size,ratios,p_value,fdr_bh
KMT2D,45,3,0.0024172754619681994,0.0297029702970297,12.287788778877887,0.0,0.0
CD82,46,3,0.0024709926944563817,0.0297029702970297,12.020662935858802,0.0,0.0
LGALS1,84,3,0.0045122475290073055,0.0297029702970297,6.582743988684583,0.0,0.0
DMC1,36,3,0.0019338203695745595,0.0297029702970297,15.35973597359736,0.0,0.0
IFIH1,55,3,0.0029544477868500216,0.0297029702970297,10.053645364536452,0.0,0.0
MATK,37,3,0.001987537602062742,0.0297029702970297,14.944607974310943,0.0,0.0
PPFIA3,25,3,0.0013429308122045551,0.0297029702970297,22.1180198019802,0.0,0.0
CORO2A,36,3,0.0019338203695745595,0.0297029702970297,15.35973597359736,0.0,0.0
RARB,54,3,0.0029007305543618392,0.0297029702970297,10.23982398239824,0.0,0.0
CUX1,77,3,0.00413622690159003,0.0297029702970297,7.181175260383181,0.0,0.0
RNF19B,74,3,0.003975075204125484,0.0297029702970297,7.472303987155471,0.0,0.0
PPFIBP1,38,3,0.0020412548345509238,0.0297029702970297,14.551328817092235,0.0,0.0
GTF3C2,87,3,0.0046733992264718525,0.0297029702970297,6.355752816660976,0.0,0.0
EIF5,77,3,0.00413622690159003,0.0297029702970297,7.181175260383181,0.0,0.0
PTPN12,90,3,0.004834550923936399,0.0297029702970297,6.143894389438944,0.0,0.0
KLF1,41,3,0.0022024065320154704,0.0297029702970297,13.48659744023183,0.0,0.0
MED11,58,3,0.003115599484314568,0.0297029702970297,9.533629224991463,0.0,0.0
PPP6R3,54,3,0.0029007305543618392,0.0297029702970297,10.23982398239824,0.0,0.0
NLRC4,19,3,0.0010206274172754619,0.0297029702970297,29.10265763418447,0.0,0.0
E2F2,71,3,0.003813923506660937,0.0297029702970297,7.788035141542323,0.0,0.0
EP400,64,3,0.0034379028792436614,0.0297029702970297,8.639851485148514,0.0,0.0
INTS7,51,3,0.0027395788568972926,0.0297029702970297,10.842166569598136,0.0,0.0
ZNF510,25,3,0.0013429308122045551,0.0297029702970297,22.1180198019802,0.0,0.0
GAS7,39,3,0.002094972067039106,0.0297029702970297,14.178217821782178,0.0,0.0
S100A2,35,3,0.0018801031370863773,0.0297029702970297,15.798585572842997,0.0,0.0
TEAD1,61,3,0.003276751181779115,0.0297029702970297,9.06476221392631,0.0,0.0
IPO7,83,3,0.004458530296519123,0.0297029702970297,6.6620541572229515,0.0,0.0
IGF2,75,3,0.004028792436613666,0.0297029702970297,7.372673267326732,0.0,0.0
NDRG1,113,3,0.006070047271164589,0.0297029702970297,4.893367212827477,0.0,0.0
OSGIN1,55,3,0.0029544477868500216,0.0297029702970297,10.053645364536452,0.0,0.0
TBL1X,79,3,0.0042436613665663946,0.0297029702970297,6.999373355057024,0.0,0.0
SPOP,57,3,0.003061882251826386,0.0297029702970297,9.70088587806149,0.0,0.0
NAA10,100,3,0.0053717232488182205,0.0297029702970297,5.52950495049505,0.0,0.0
HECTD3,53,3,0.002847013321873657,0.0297029702970297,10.433028208481225,0.0,0.0
DDX1,75,3,0.004028792436613666,0.0297029702970297,7.372673267326732,0.0,0.0
MPHOSPH6,42,3,0.0022561237645036527,0.0297029702970297,13.165487977369166,0.0,0.0
PMAIP1,29,3,0.001557799742157284,0.0297029702970297,19.067258449982926,0.0,0.0
MT-ND4,61,3,0.003276751181779115,0.0297029702970297,9.06476221392631,0.0,0.0
ANG,18,3,0.0009669101847872797,0.0297029702970297,30.71947194719472,0.0,0.0
CTNND2,34,3,0.001826385904598195,0.0297029702970297,16.263249854397205,0.0,0.0
MSH5,35,3,0.0018801031370863773,0.0297029702970297,15.798585572842997,0.0,0.0
SLC2A1,47,3,0.0025247099269445636,0.0297029702970297,11.764904149989468,0.0,0.0
DBF4,46,3,0.0024709926944563817,0.0297029702970297,12.020662935858802,0.0,0.0
ANK3,59,3,0.00316931671680275,0.0297029702970297,9.37204228897466,0.0,0.0
RPS27L,23,3,0.0012354963472281909,0.0297029702970297,24.041325871717603,0.0,0.0
IRF2BP2,23,3,0.0012354963472281909,0.0297029702970297,24.041325871717603,0.0,0.0
DROSHA,53,3,0.002847013321873657,0.0297029702970297,10.433028208481225,0.0,0.0
TIRAP,66,3,0.0035453373442200257,0.0297029702970297,8.378037803780378,0.0,0.0
TOR1AIP2,75,3,0.004028792436613666,0.0297029702970297,7.372673267326732,0.0,0.0
DAG1,68,3,0.00365277180919639,0.0297029702970297,8.131624927198603,0.0,0.0
PIP5K1B,63,3,0.003384185646755479,0.0297029702970297,8.776991984912776,0.0,0.0
TP53RK,35,3,0.0018801031370863773,0.0297029702970297,15.798585572842997,0.0,0.0
PPM1D,44,3,0.002363558229480017,0.0297029702970297,12.567056705670568,0.0,0.0
CDX2,67,3,0.003599054576708208,0.0297029702970297,8.252992463425446,0.0,0.0
TPX2,40,3,0.0021486892995272885,0.0297029702970297,13.823762376237623,0.0,0.0
PALB2,46,3,0.0024709926944563817,0.0297029702970297,12.020662935858802,0.0,0.0
WDR48,81,3,0.004351095831542759,0.0297029702970297,6.826549321598826,0.0,0.0
NRDC,62,3,0.0033304684142672967,0.0297029702970297,8.91855637176621,0.0,0.0
PGF,37,3,0.001987537602062742,0.0297029702970297,14.944607974310943,0.0,0.0
ERCC5,60,3,0.0032230339492909325,0.0297029702970297,9.215841584158415,0.0,0.0
EFNA4,38,3,0.0020412548345509238,0.0297029702970297,14.551328817092235,0.0,0.0
TKT,99,3,0.005318006016330039,0.0297029702970297,5.585358535853585,0.0,0.0
CCNE2,61,3,0.003276751181779115,0.0297029702970297,9.06476221392631,0.0,0.0
SLC25A11,58,3,0.003115599484314568,0.0297029702970297,9.533629224991463,0.0,0.0
GCN1,85,3,0.004565964761495488,0.0297029702970297,6.5052999417588815,0.0,0.0
TGFA,53,3,0.002847013321873657,0.0297029702970297,10.433028208481225,0.0,0.0
SAFB,66,3,0.0035453373442200257,0.0297029702970297,8.378037803780378,0.0,0.0
NCF1,92,3,0.004941985388912763,0.0297029702970297,6.010331467929401,0.0,0.0
ZYX,83,3,0.004458530296519123,0.0297029702970297,6.6620541572229515,0.0,0.0
SELENOK,40,3,0.0021486892995272885,0.0297029702970297,13.823762376237623,0.0,0.0
HSFY1|HSFY2,42,3,0.0022561237645036527,0.0297029702970297,13.165487977369166,0.0,0.0
TLR3,68,3,0.00365277180919639,0.0297029702970297,8.131624927198603,0.0,0.0
ITGAM,93,3,0.004995702621400946,0.0297029702970297,5.945704247844138,0.0,0.0
HBA1|HBA2,86,3,0.00461968199398367,0.0297029702970297,6.42965691918029,0.0,0.0
CSF1,52,3,0.002793296089385475,0.0297029702970297,10.633663366336632,0.0,0.0
GRIN1,104,3,0.00558659217877095,0.0297029702970297,5.316831683168316,0.0,0.0
CEBPE,63,3,0.003384185646755479,0.0297029702970297,8.776991984912776,0.0,0.0
TFDP2,32,3,0.0017189514396218307,0.0297029702970297,17.279702970297027,0.0,0.0
RARG,65,3,0.0034916201117318434,0.0297029702970297,8.506930693069307,0.0,0.0
UNC45A,75,3,0.004028792436613666,0.0297029702970297,7.372673267326732,0.0,0.0
PPA1,76,3,0.0040825096691018475,0.0297029702970297,7.275664408546118,0.0,0.0
TNFRSF10A,64,3,0.0034379028792436614,0.0297029702970297,8.639851485148514,0.0,0.0
SYCP2,35,3,0.0018801031370863773,0.0297029702970297,15.798585572842997,0.0,0.0
NFKBIE,68,3,0.00365277180919639,0.0297029702970297,8.131624927198603,0.0,0.0
PICALM,83,3,0.004458530296519123,0.0297029702970297,6.6620541572229515,0.0,0.0
PELP1,79,3,0.0042436613665663946,0.0297029702970297,6.999373355057024,0.0,0.0
XRCC1,72,3,0.003867640739149119,0.0297029702970297,7.67986798679868,0.0,0.0
IL13,75,3,0.004028792436613666,0.0297029702970297,7.372673267326732,0.0,0.0
AKAP8,60,3,0.0032230339492909325,0.0297029702970297,9.215841584158415,0.0,0.0
BAIAP2L1,44,3,0.002363558229480017,0.0297029702970297,12.567056705670568,0.0,0.0
NOL11,27,3,0.0014503652771809196,0.0297029702970297,20.47964796479648,0.0,0.0
MED9,63,3,0.003384185646755479,0.0297029702970297,8.776991984912776,0.0,0.0
AKAP2,31,3,0.0016652342071336484,0.0297029702970297,17.83711274353242,0.0,0.0
HGF,57,3,0.003061882251826386,0.0297029702970297,9.70088587806149,0.0,0.0
EYA1,27,3,0.0014503652771809196,0.0297029702970297,20.47964796479648,0.0,0.0
PIKFYVE,63,3,0.003384185646755479,0.0297029702970297,8.776991984912776,0.0,0.0
BDP1,49,3,0.0026321443919209283,0.0297029702970297,11.28470398060214,0.0,0.0
EIF4H,78,3,0.004189944134078212,0.0297029702970297,7.089108910891089,0.0,0.0
ING1,62,3,0.0033304684142672967,0.0297029702970297,8.91855637176621,0.0,0.0
SLC1A5,68,3,0.00365277180919639,0.0297029702970297,8.131624927198603,0.0,0.0
PEA15,26,3,0.0013966480446927375,0.0297029702970297,21.267326732673265,0.0,0.0
AGAP2,27,3,0.0014503652771809196,0.0297029702970297,20.47964796479648,0.0,0.0
ATP1A2,44,3,0.002363558229480017,0.0297029702970297,12.567056705670568,0.0,0.0
SERTAD1,65,3,0.0034916201117318434,0.0297029702970297,8.506930693069307,0.0,0.0
PIP4K2C,80,3,0.004297378599054577,0.0297029702970297,6.911881188118811,0.0,0.0
PIP4P1,47,3,0.0025247099269445636,0.0297029702970297,11.764904149989468,0.0,0.0
NOTCH4,65,3,0.0034916201117318434,0.0297029702970297,8.506930693069307,0.0,0.0
BRD7,64,3,0.0034379028792436614,0.0297029702970297,8.639851485148514,0.0,0.0
MRPS18B,50,3,0.0026858616244091102,0.0297029702970297,11.0590099009901,0.0,0.0
UNG,39,3,0.002094972067039106,0.0297029702970297,14.178217821782178,0.0,0.0
MRPS22,56,3,0.0030081650193382035,0.0297029702970297,9.874115983026874,0.0,0.0
SMC4,64,3,0.0034379028792436614,0.0297029702970297,8.639851485148514,0.0,0.0
TFAP2B,27,3,0.0014503652771809196,0.0297029702970297,20.47964796479648,0.0,0.0
NR1H4,61,3,0.003276751181779115,0.0297029702970297,9.06476221392631,0.0,0.0
PRAM1,46,3,0.0024709926944563817,0.0297029702970297,12.020662935858802,0.0,0.0
ACLY,69,3,0.0037064890416845723,0.0297029702970297,8.013775290572536,0.0,0.0
HEYL,42,3,0.0022561237645036527,0.0297029702970297,13.165487977369166,0.0,0.0
FBXW8,48,3,0.002578427159432746,0.0297029702970297,11.51980198019802,0.0,0.0
PPM1F,32,3,0.0017189514396218307,0.0297029702970297,17.279702970297027,0.0,0.0
UTP14A,70,3,0.0037602062741727547,0.0297029702970297,7.899292786421499,0.0,0.0
SYNM,27,3,0.0014503652771809196,0.0297029702970297,20.47964796479648,0.0,0.0
FRK,15,3,0.0008057584873227331,0.0297029702970297,36.86336633663366,0.0,0.0
RAD18,88,3,0.004727116458960034,0.0297029702970297,6.283528352835284,0.0,0.0
NOC2L,63,3,0.003384185646755479,0.0297029702970297,8.776991984912776,0.0,0.0
CLIP3,18,3,0.0009669101847872797,0.0297029702970297,30.71947194719472,0.0,0.0
MED6,74,3,0.003975075204125484,0.0297029702970297,7.472303987155471,0.0,0.0
SLC2A4,85,3,0.004565964761495488,0.0297029702970297,6.5052999417588815,0.0,0.0
CALD1,67,3,0.003599054576708208,0.0297029702970297,8.252992463425446,0.0,0.0
PIP4K2B,87,3,0.0046733992264718525,0.0297029702970297,6.355752816660976,0.0,0.0
USP10,60,3,0.0032230339492909325,0.0297029702970297,9.215841584158415,0.0,0.0
VEGFC,52,3,0.002793296089385475,0.0297029702970297,10.633663366336632,0.0,0.0
MSH4,17,3,0.0009131929522990975,0.0297029702970297,32.52649970879441,0.0,0.0
PURA,45,3,0.0024172754619681994,0.0297029702970297,12.287788778877887,0.0,0.0
MXD1,51,3,0.0027395788568972926,0.0297029702970297,10.842166569598136,0.0,0.0
DIMT1,27,3,0.0014503652771809196,0.0297029702970297,20.47964796479648,0.0,0.0
CLNK,29,3,0.001557799742157284,0.0297029702970297,19.067258449982926,0.0,0.0
TAF1B,59,3,0.00316931671680275,0.0297029702970297,9.37204228897466,0.0,0.0
MED27,61,3,0.003276751181779115,0.0297029702970297,9.06476221392631,0.0,0.0
S100P,39,3,0.002094972067039106,0.0297029702970297,14.178217821782178,0.0,0.0
IL1R1,54,3,0.0029007305543618392,0.0297029702970297,10.23982398239824,0.0,0.0
CBFA2T2,40,3,0.0021486892995272885,0.0297029702970297,13.823762376237623,0.0,0.0
RASD2,22,3,0.0011817791147400085,0.0297029702970297,25.134113411341136,0.0,0.0
MYL9,65,3,0.0034916201117318434,0.0297029702970297,8.506930693069307,0.0,0.0
HOMER2,34,3,0.001826385904598195,0.0297029702970297,16.263249854397205,0.0,0.0
LRIG1,35,3,0.0018801031370863773,0.0297029702970297,15.798585572842997,0.0,0.0
TPT1,61,3,0.003276751181779115,0.0297029702970297,9.06476221392631,0.0,0.0
INPP5B,71,3,0.003813923506660937,0.0297029702970297,7.788035141542323,0.0,0.0
DCLRE1C,36,3,0.0019338203695745595,0.0297029702970297,15.35973597359736,0.0,0.0
LRRC7,22,3,0.0011817791147400085,0.0297029702970297,25.134113411341136,0.0,0.0
MAPKAPK3,62,3,0.0033304684142672967,0.0297029702970297,8.91855637176621,0.0,0.0
PMS2,64,3,0.0034379028792436614,0.0297029702970297,8.639851485148514,0.0,0.0
MAP4K4,63,3,0.003384185646755479,0.0297029702970297,8.776991984912776,0.0,0.0
S100A14,28,3,0.0015040825096691017,0.0297029702970297,19.748231966053748,0.0,0.0
MYL12A,67,3,0.003599054576708208,0.0297029702970297,8.252992463425446,0.0,0.0
CASP8AP2,28,3,0.0015040825096691017,0.0297029702970297,19.748231966053748,0.0,0.0
ACACA,93,3,0.004995702621400946,0.0297029702970297,5.945704247844138,0.0,0.0
MED22,58,3,0.003115599484314568,0.0297029702970297,9.533629224991463,0.0,0.0
DSG2,38,3,0.0020412548345509238,0.0297029702970297,14.551328817092235,0.0,0.0
JMY,17,2,0.0009131929522990975,0.019801980198019802,21.684333139196273,0.0,0.0
CD34,10,2,0.0005371723248818221,0.019801980198019802,36.86336633663366,0.0,0.0
AFP,29,2,0.001557799742157284,0.019801980198019802,12.711505633321952,0.0,0.0
JAG1,36,2,0.0019338203695745595,0.019801980198019802,10.23982398239824,0.0,0.0
HMGCR,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.0,0.0
CCRL2,13,2,0.0006983240223463687,0.019801980198019802,28.356435643564357,0.0,0.0
GC,25,2,0.0013429308122045551,0.019801980198019802,14.745346534653466,0.0,0.0
TMA7,11,2,0.0005908895573700042,0.019801980198019802,33.51215121512151,0.0,0.0
KLRC2,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
BAALC,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
MERTK,20,2,0.0010743446497636442,0.019801980198019802,18.43168316831683,0.0,0.0
CBLL1,13,2,0.0006983240223463687,0.019801980198019802,28.356435643564357,0.0,0.0
CHD5,20,2,0.0010743446497636442,0.019801980198019802,18.43168316831683,0.0,0.0
PDGFD,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.0,0.0
TRIP11,30,2,0.0016115169746454662,0.019801980198019802,12.287788778877887,0.0,0.0
SLC9A2,15,2,0.0008057584873227331,0.019801980198019802,24.575577557755775,0.0,0.0
SNX8,25,2,0.0013429308122045551,0.019801980198019802,14.745346534653466,0.0,0.0
APTX,31,2,0.0016652342071336484,0.019801980198019802,11.89140849568828,0.0,0.0
TCL1A,44,2,0.002363558229480017,0.019801980198019802,8.378037803780378,0.0,0.0
SMIM20,3,2,0.00016115169746454662,0.019801980198019802,122.87788778877888,0.0,0.0
MAGEA2|MAGEA2B,38,2,0.0020412548345509238,0.019801980198019802,9.700885878061491,0.0,0.0
MIR30D,10,2,0.0005371723248818221,0.019801980198019802,36.86336633663366,0.0,0.0
GPX2,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.0,0.0
MNDA,29,2,0.001557799742157284,0.019801980198019802,12.711505633321952,0.0,0.0
NUCB2,27,2,0.0014503652771809196,0.019801980198019802,13.653098643197653,0.0,0.0
MIR125A,6,2,0.00032230339492909325,0.019801980198019802,61.43894389438944,0.0,0.0
NOL8,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
BRD3,31,2,0.0016652342071336484,0.019801980198019802,11.89140849568828,0.0,0.0
MINK1,32,2,0.0017189514396218307,0.019801980198019802,11.51980198019802,0.0,0.0
ASXL1,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
MIR143,13,2,0.0006983240223463687,0.019801980198019802,28.356435643564357,0.0,0.0
CSTB,22,2,0.0011817791147400085,0.019801980198019802,16.756075607560756,0.0,0.0
CLCN6,5,2,0.00026858616244091106,0.019801980198019802,73.72673267326732,0.0,0.0
S100A5,10,2,0.0005371723248818221,0.019801980198019802,36.86336633663366,0.0,0.0
DMTF1,8,2,0.0004297378599054577,0.019801980198019802,46.07920792079208,0.0,0.0
FAM207A,21,2,0.0011280618822518264,0.019801980198019802,17.553983969825556,0.0,0.0
ARFGAP2,14,2,0.0007520412548345509,0.019801980198019802,26.33097595473833,0.0,0.0
GLCE,33,2,0.0017726686721100129,0.019801980198019802,11.170717071707172,0.0,0.0
EFNA2,36,2,0.0019338203695745595,0.019801980198019802,10.23982398239824,0.0,0.0
FBXW2,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.0,0.0
RNH1,33,2,0.0017726686721100129,0.019801980198019802,11.170717071707172,0.0,0.0
NGDN,24,2,0.001289213579716373,0.019801980198019802,15.35973597359736,0.0,0.0
MYNN,21,2,0.0011280618822518264,0.019801980198019802,17.553983969825556,0.0,0.0
KLK9,11,2,0.0005908895573700042,0.019801980198019802,33.51215121512151,0.0,0.0
FAM110C,6,2,0.00032230339492909325,0.019801980198019802,61.43894389438944,0.0,0.0
FLYWCH1,20,2,0.0010743446497636442,0.019801980198019802,18.43168316831683,0.0,0.0
EML4,36,2,0.0019338203695745595,0.019801980198019802,10.23982398239824,0.0,0.0
NOL7,26,2,0.0013966480446927375,0.019801980198019802,14.178217821782178,0.0,0.0
MAF,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.0,0.0
INPP5F,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.0,0.0
GPRC5A,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
ZDHHC5,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
TRAT1,17,2,0.0009131929522990975,0.019801980198019802,21.684333139196273,0.0,0.0
PLCH1,32,2,0.0017189514396218307,0.019801980198019802,11.51980198019802,0.0,0.0
MIR125B2,7,2,0.00037602062741727544,0.019801980198019802,52.66195190947666,0.0,0.0
CDH13,35,2,0.0018801031370863773,0.019801980198019802,10.532390381895333,0.0,0.0
SNTG2,17,2,0.0009131929522990975,0.019801980198019802,21.684333139196273,0.0,0.0
HCST,22,2,0.0011817791147400085,0.019801980198019802,16.756075607560756,0.0,0.0
CHKB,21,2,0.0011280618822518264,0.019801980198019802,17.553983969825556,0.0,0.0
CD6,14,2,0.0007520412548345509,0.019801980198019802,26.33097595473833,0.0,0.0
MIDEAS,33,2,0.0017726686721100129,0.019801980198019802,11.170717071707172,0.0,0.0
SCO2,31,2,0.0016652342071336484,0.019801980198019802,11.89140849568828,0.0,0.0
MAU2,17,2,0.0009131929522990975,0.019801980198019802,21.684333139196273,0.0,0.0
MAPK8IP1,42,2,0.0022561237645036527,0.019801980198019802,8.776991984912778,0.0,0.0
NSMCE1,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
TDG,58,2,0.003115599484314568,0.019801980198019802,6.355752816660976,0.0,0.0
GDNF,43,2,0.002309840996991835,0.019801980198019802,8.572875892240386,0.0,0.0
SNAPC3,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.0,0.0
MOGS,35,2,0.0018801031370863773,0.019801980198019802,10.532390381895333,0.0,0.0
PRDM2,20,2,0.0010743446497636442,0.019801980198019802,18.43168316831683,0.0,0.0
ID4,27,2,0.0014503652771809196,0.019801980198019802,13.653098643197653,0.0,0.0
NHEJ1,9,2,0.00048345509239363987,0.019801980198019802,40.95929592959296,0.0,0.0
ZNF420,26,2,0.0013966480446927375,0.019801980198019802,14.178217821782178,0.0,0.0
BRINP1,33,2,0.0017726686721100129,0.019801980198019802,11.170717071707172,0.0,0.0
SLC2A2,18,2,0.0009669101847872797,0.019801980198019802,20.47964796479648,0.0,0.0
IFNA1|IFNA13,38,2,0.0020412548345509238,0.019801980198019802,9.700885878061491,0.0,0.0
MAZ,30,2,0.0016115169746454662,0.019801980198019802,12.287788778877887,0.0,0.0
NTF4,30,2,0.0016115169746454662,0.019801980198019802,12.287788778877887,0.0,0.0
STEAP3,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
PAQR8,9,2,0.00048345509239363987,0.019801980198019802,40.95929592959296,0.0,0.0
ABCC4,22,2,0.0011817791147400085,0.019801980198019802,16.756075607560756,0.0,0.0
DLX4,18,2,0.0009669101847872797,0.019801980198019802,20.47964796479648,0.0,0.0
KIFC1,21,2,0.0011280618822518264,0.019801980198019802,17.553983969825556,0.0,0.0
PIN4,23,2,0.0012354963472281909,0.019801980198019802,16.02755058114507,0.0,0.0
TTC9B,6,2,0.00032230339492909325,0.019801980198019802,61.43894389438944,0.0,0.0
CDCA7,15,2,0.0008057584873227331,0.019801980198019802,24.575577557755775,0.0,0.0
FXN,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
PRRC2B,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.0,0.0
ERC2,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
ARHGEF17,35,2,0.0018801031370863773,0.019801980198019802,10.532390381895333,0.0,0.0
RIOX1,12,2,0.0006446067898581865,0.019801980198019802,30.71947194719472,0.0,0.0
INPP4B,36,2,0.0019338203695745595,0.019801980198019802,10.23982398239824,0.0,0.0
SLC39A10,23,2,0.0012354963472281909,0.019801980198019802,16.02755058114507,0.0,0.0
SHROOM3,13,2,0.0006983240223463687,0.019801980198019802,28.356435643564357,0.0,0.0
INHBE,25,2,0.0013429308122045551,0.019801980198019802,14.745346534653466,0.0,0.0
RNASEL,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
SHB,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
RSL24D1,26,2,0.0013966480446927375,0.019801980198019802,14.178217821782178,0.0,0.0
KAT8,42,2,0.0022561237645036527,0.019801980198019802,8.776991984912778,0.0,0.0
CHD7,33,2,0.0017726686721100129,0.019801980198019802,11.170717071707172,0.0,0.0
SOX6,22,2,0.0011817791147400085,0.019801980198019802,16.756075607560756,0.0,0.0
UCHL3,30,2,0.0016115169746454662,0.019801980198019802,12.287788778877887,0.0,0.0
PCDH1,12,2,0.0006446067898581865,0.019801980198019802,30.71947194719472,0.0,0.0
ELF4,27,2,0.0014503652771809196,0.019801980198019802,13.653098643197653,0.0,0.0
MT1A,7,2,0.00037602062741727544,0.019801980198019802,52.66195190947666,0.0,0.0
MRPS28,25,2,0.0013429308122045551,0.019801980198019802,14.745346534653466,0.0,0.0
RALGAPA1,18,2,0.0009669101847872797,0.019801980198019802,20.47964796479648,0.0,0.0
PEG3,10,2,0.0005371723248818221,0.019801980198019802,36.86336633663366,0.0,0.0
GNL1,18,2,0.0009669101847872797,0.019801980198019802,20.47964796479648,0.0,0.0
HIPK3,38,2,0.0020412548345509238,0.019801980198019802,9.700885878061491,0.0,0.0
S100A3,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
MRPS14,35,2,0.0018801031370863773,0.019801980198019802,10.532390381895333,0.0,0.0
SH2B3,19,2,0.0010206274172754619,0.019801980198019802,19.401771756122983,0.0,0.0
RPL10L,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
ADGRL2,14,2,0.0007520412548345509,0.019801980198019802,26.33097595473833,0.0,0.0
RAPGEF1,37,2,0.001987537602062742,0.019801980198019802,9.963071982873963,0.0,0.0
NFE2L3,15,2,0.0008057584873227331,0.019801980198019802,24.575577557755775,0.0,0.0
MIR30E,10,2,0.0005371723248818221,0.019801980198019802,36.86336633663366,0.0,0.0
PDZD2,13,2,0.0006983240223463687,0.019801980198019802,28.356435643564357,0.0,0.0
CYTH3,27,2,0.0014503652771809196,0.019801980198019802,13.653098643197653,0.0,0.0
NANOGP8,9,2,0.00048345509239363987,0.019801980198019802,40.95929592959296,0.0,0.0
CSDC2,7,2,0.00037602062741727544,0.019801980198019802,52.66195190947666,0.0,0.0
FLRT1,19,2,0.0010206274172754619,0.019801980198019802,19.401771756122983,0.0,0.0
ABRAXAS1,22,2,0.0011817791147400085,0.019801980198019802,16.756075607560756,0.0,0.0
TREM2,26,2,0.0013966480446927375,0.019801980198019802,14.178217821782178,0.0,0.0
PPAT,27,2,0.0014503652771809196,0.019801980198019802,13.653098643197653,0.0,0.0
PLCH2,27,2,0.0014503652771809196,0.019801980198019802,13.653098643197653,0.0,0.0
PIK3AP1,19,2,0.0010206274172754619,0.019801980198019802,19.401771756122983,0.0,0.0
EDA2R,23,2,0.0012354963472281909,0.019801980198019802,16.02755058114507,0.0,0.0
CRIPT,21,2,0.0011280618822518264,0.019801980198019802,17.553983969825556,0.0,0.0
SALL4,11,2,0.0005908895573700042,0.019801980198019802,33.51215121512151,0.0,0.0
PPP1R3D,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.0,0.0
BLID,12,2,0.0006446067898581865,0.019801980198019802,30.71947194719472,0.0,0.0
PPM1K,31,2,0.0016652342071336484,0.019801980198019802,11.89140849568828,0.0,0.0
TYRO3,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.0,0.0
FAM184A,24,2,0.001289213579716373,0.019801980198019802,15.35973597359736,0.0,0.0
AKAP6,23,2,0.0012354963472281909,0.019801980198019802,16.02755058114507,0.0,0.0
GREB1,19,2,0.0010206274172754619,0.019801980198019802,19.401771756122983,0.0,0.0
CDK11B,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.0,0.0
PTPRT,14,2,0.0007520412548345509,0.019801980198019802,26.33097595473833,0.0,0.0
DEDD,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.0,0.0
MIR21,16,2,0.0008594757198109154,0.019801980198019802,23.03960396039604,0.0,0.0
PHACTR2,17,2,0.0009131929522990975,0.019801980198019802,21.684333139196273,0.0,0.0
LAS1L,38,2,0.0020412548345509238,0.019801980198019802,9.700885878061491,0.0,0.0
RPAIN,17,2,0.0009131929522990975,0.019801980198019802,21.684333139196273,0.0,0.0
PPP1R2,26,2,0.0013966480446927375,0.019801980198019802,14.178217821782178,0.0,0.0
PSMG1,31,2,0.0016652342071336484,0.019801980198019802,11.89140849568828,0.0,0.0
CTTNBP2,36,2,0.0019338203695745595,0.019801980198019802,10.23982398239824,0.0,0.0
DMPK,24,2,0.001289213579716373,0.019801980198019802,15.35973597359736,0.0,0.0
DLGAP3,28,2,0.0015040825096691017,0.019801980198019802,13.165487977369166,0.0,0.0
RBM47,17,2,0.0009131929522990975,0.019801980198019802,21.684333139196273,0.0,0.0
INPP4A,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.0,0.0
SMTN,15,2,0.0008057584873227331,0.019801980198019802,24.575577557755775,0.0,0.0
CAPG,19,2,0.0010206274172754619,0.019801980198019802,19.401771756122983,0.0,0.0
