genes,final_score,initial_score,degree_in_disease,degree_in_background,degree_in_disease_normalized,publications,final_rank,source
RPS16,0.001077828953461963,0.0,0.06416275430359937,0.013536742587021916,4.7399,191.0,281,first neighbor
GSN,0.001077133768703779,0.0,0.057902973395931145,0.0150945423291792,3.83602,321.0,282,first neighbor
RAD51,0.0010766968759413494,0.0,0.07355242566510173,0.00827245380318006,8.89125,789.0,283,first neighbor
SMARCC1,0.0010748274379317256,0.0,0.07198748043818466,0.007520412548345509,9.57228,227.0,284,first neighbor
TOP2A,0.001066138403402336,0.0,0.07355242566510173,0.006392350666093683,11.50632,572.0,285,first neighbor
ANXA2,0.0010644159859484253,0.0,0.07042253521126761,0.008326171035668243,8.45797,660.0,286,first neighbor
RPS6KB1,0.0010634790933733607,0.0,0.07355242566510173,0.006392350666093683,11.50632,407.0,287,first neighbor
SKI,0.0010582760096751816,0.0,0.07511737089201878,0.007090674688440051,10.59383,152.0,288,first neighbor
ACTA1,0.0010580813410112308,0.0,0.07042253521126761,0.011871508379888268,5.93206,421.0,289,first neighbor
FANCA,0.0010515033807291844,0.0,0.07511737089201878,0.0068220885259991405,11.01091,220.0,290,first neighbor
GLI1,0.0010498405466794324,0.0,0.06572769953051644,0.009185646755479157,7.15548,450.0,291,first neighbor
CD44,0.001048637010495077,0.0,0.07355242566510173,0.009937688010313708,7.40136,1390.0,292,first neighbor
FGF16,0.0010483477217659916,0.0,0.07042253521126761,0.0033304684142672967,21.14493,24.0,293,first neighbor
FGF6,0.0010483477217659916,0.0,0.07042253521126761,0.002847013321873657,24.73558,29.0,294,first neighbor
FGF5,0.0010483477217659916,0.0,0.07042253521126761,0.002847013321873657,24.73558,66.0,295,first neighbor
FGF22,0.0010483477217659916,0.0,0.07042253521126761,0.002793296089385475,25.21127,18.0,296,first neighbor
FGF17,0.0010483477217659916,0.0,0.07042253521126761,0.0029007305543618392,24.27752,33.0,297,first neighbor
TCF7L2,0.0010430279844992486,0.0,0.0594679186228482,0.008487322733132789,7.00668,811.0,298,first neighbor
BRD4,0.0010407243114967319,0.0,0.07042253521126761,0.008218736570691878,8.56854,428.0,299,first neighbor
RPL13,0.0010394692328952947,0.0,0.06416275430359937,0.015255694026643748,4.20582,193.0,300,first neighbor
MTA1,0.0010371019539621663,0.0,0.06885758998435054,0.007198109153416416,9.56607,337.0,301,first neighbor
HMGA1,0.0010326657293740393,0.0,0.07355242566510173,0.011710356682423722,6.28097,374.0,302,first neighbor
FASLG,0.0010317313235509809,0.0,0.06416275430359937,0.007144391920928234,8.98086,693.0,303,first neighbor
RBBP7,0.001028314896450376,0.0,0.07042253521126761,0.008917060593038246,7.89751,253.0,304,first neighbor
NTRK2,0.0010236017656358458,0.0,0.057902973395931145,0.0053717232488182205,10.77922,387.0,305,first neighbor
CDC27,0.0010227938788191073,0.0,0.06885758998435054,0.008111302105715514,8.48909,268.0,306,first neighbor
PCBP1,0.0010138760405431252,0.0,0.06259780907668232,0.013483025354533735,4.64271,291.0,307,first neighbor
ITGAV,0.0010134380330777354,0.0,0.06729264475743349,0.009507950150408251,7.07751,658.0,308,first neighbor
FGF23,0.0010130259061066215,0.0,0.06729264475743349,0.0029007305543618392,23.19852,589.0,309,first neighbor
CARM1,0.001011210929829902,0.0,0.07042253521126761,0.006929522990975505,10.16268,211.0,310,first neighbor
USF1,0.0010077094709294932,0.0,0.06416275430359937,0.010098839707778254,6.35348,181.0,311,first neighbor
TAF2,0.0010066258590022787,0.130560928433269,0.017214397496087636,0.0016652342071336484,10.33752,94.0,312,seed
FANCD2,0.0010054612861857876,0.0,0.06885758998435054,0.005908895573700043,11.65321,308.0,313,first neighbor
CCNA2,0.0010017579236565061,0.0,0.06885758998435054,0.007359260850880962,9.35659,371.0,314,first neighbor
SREBF1,0.001000351046995543,0.0,0.07042253521126761,0.008487322733132789,8.29738,431.0,315,first neighbor
CCT3,0.000998624072726319,0.0,0.06416275430359937,0.014342501074344649,4.47361,267.0,316,first neighbor
KLF5,0.0009970401680042896,0.0,0.06572769953051644,0.004189944134078212,15.68701,262.0,317,first neighbor
ITCH,0.0009921434679593406,0.0,0.06885758998435054,0.010904598195100989,6.31455,297.0,318,first neighbor
TLR4,0.0009893584051911745,0.0,0.06416275430359937,0.007144391920928234,8.98086,2628.0,319,first neighbor
TCF3,0.0009843699972720574,0.0,0.06572769953051644,0.010850880962612806,6.05736,271.0,320,first neighbor
CCNC,0.0009842098996767224,0.0,0.06885758998435054,0.009024495058014611,7.63008,89.0,321,first neighbor
SPEN,0.0009834218655290312,0.02321083172147,0.046948356807511735,0.003115599484314568,15.0688,88.0,322,seed
BLM,0.0009798226915650298,0.0,0.06729264475743349,0.005640309411259132,11.93067,351.0,323,first neighbor
PHB,0.0009758101304973688,0.0,0.06572769953051644,0.008057584873227332,8.15725,,324,first neighbor
SMARCA2,0.0009743435157560523,0.0,0.06885758998435054,0.00730554361839278,9.42539,283.0,325,first neighbor
WT1,0.0009731283916263565,0.0,0.06572769953051644,0.007735281478298238,8.49713,726.0,326,first neighbor
ENO1,0.0009687493485503232,0.0,0.06572769953051644,0.015954018048990114,4.11982,394.0,327,first neighbor
MUC1,0.000967476959163981,0.0,0.0594679186228482,0.010636012032660078,5.59119,918.0,328,first neighbor
KITLG,0.0009625764360601014,0.0,0.06416275430359937,0.003867640739149119,16.58964,251.0,329,first neighbor
MST1R,0.0009501948930980893,0.0,0.05320813771517997,0.003599054576708208,14.78392,166.0,330,first neighbor
HIPK2,0.0009498900123696129,0.0,0.06572769953051644,0.005049419853889127,13.01688,201.0,331,first neighbor
HSP90B1,0.000944574570474005,0.0,0.06259780907668232,0.01165663944993554,5.37014,396.0,332,first neighbor
STAT6,0.0009412769495329928,0.0,0.057902973395931145,0.007574129780833692,7.64484,368.0,333,first neighbor
UBTF,0.0009410075270457455,0.0,0.056338028169014086,0.005855178341211861,9.62191,185.0,334,first neighbor
GATA1,0.0009399873744350663,0.0,0.06416275430359937,0.009615384615384616,6.67293,302.0,335,first neighbor
NCK2,0.0009397144473449841,0.0,0.048513302034428794,0.013536742587021916,3.58382,111.0,336,first neighbor
UHRF2,0.0009383416613801996,0.0,0.06103286384976526,0.005640309411259132,10.82084,67.0,337,first neighbor
SMARCA5,0.0009334887542996759,0.0,0.06103286384976526,0.005908895573700043,10.32898,230.0,338,first neighbor
MYOD1,0.0009302601918347148,0.0,0.06885758998435054,0.005694026643747314,12.09295,192.0,339,first neighbor
GLI2,0.0009256177318707804,0.0,0.054773082942097026,0.009131929522990976,5.99797,212.0,340,first neighbor
PLEC,0.0009251724856001705,0.0,0.06259780907668232,0.011549204984959175,5.4201,254.0,341,first neighbor
SOCS1,0.0009236376487901638,0.0,0.06572769953051644,0.0059626128061882255,11.0233,456.0,342,first neighbor
CHEK2,0.0009224680261287357,0.0,0.06103286384976526,0.006446067898581865,9.46823,636.0,343,first neighbor
HSPA9,0.0009189278953420831,0.0,0.06103286384976526,0.011978942844864632,5.09501,427.0,344,first neighbor
TAF1,0.0009177372545754044,0.0,0.05320813771517997,0.007359260850880962,7.23009,220.0,345,first neighbor
EIF2AK2,0.0009148141725021657,0.0,0.06259780907668232,0.007896433175762784,7.92735,464.0,346,first neighbor
SPI1,0.000909068883986507,0.0,0.06259780907668232,0.008648474430597335,7.23802,265.0,347,first neighbor
CFLAR,0.0009034051632213751,0.0,0.056338028169014086,0.004565964761495488,12.33869,389.0,348,first neighbor
RPS25,0.0008996488558439805,0.0,0.051643192488262914,0.012623549634722819,4.09102,174.0,349,first neighbor
IGF1,0.0008987493159379859,0.0,0.06416275430359937,0.0042436613665663946,15.11967,1985.0,350,first neighbor
RUNX3,0.0008976574266028174,0.0,0.054773082942097026,0.004351095831542759,12.58834,413.0,351,first neighbor
FOXM1,0.0008968507162869594,0.0,0.06103286384976526,0.0059626128061882255,10.23593,608.0,352,first neighbor
STK11,0.0008964732023767183,0.0,0.06103286384976526,0.009024495058014611,6.76302,543.0,353,first neighbor
BECN1,0.0008874597217505575,0.0,0.06103286384976526,0.01020627417275462,5.97994,645.0,354,first neighbor
FANCC,0.0008820580275389118,0.0,0.056338028169014086,0.004404813064030941,12.79011,155.0,355,first neighbor
PRKD1,0.0008806178574204395,0.0,0.057902973395931145,0.006446067898581865,8.98268,226.0,356,first neighbor
CCT8,0.0008800786979129848,0.0,0.054773082942097026,0.009937688010313708,5.51165,240.0,357,first neighbor
SMAD7,0.0008772203504598202,0.0,0.06103286384976526,0.007198109153416416,8.47901,386.0,358,first neighbor
JUP,0.0008766114021519401,0.0,0.05320813771517997,0.008003867640739149,6.6478,302.0,359,first neighbor
RPS9,0.0008721241075071221,0.0,0.05320813771517997,0.012838418564675548,4.14445,186.0,360,first neighbor
CDC25C,0.0008699848683403847,0.0,0.0594679186228482,0.008326171035668243,7.14229,231.0,361,first neighbor
BRAF,0.0008691483689546404,0.0,0.06259780907668232,0.0072518263859045985,8.63201,2583.0,362,first neighbor
RUNX2,0.0008688617484840881,0.0,0.0594679186228482,0.005425440481306403,10.96094,599.0,363,first neighbor
CCT6A,0.0008671623530037513,0.0,0.054773082942097026,0.011871508379888268,4.61383,237.0,364,first neighbor
KLHL38,0.0008666200348861879,0.133462282398453,0.01564945226917058,0.005855178341211861,2.67275,12.0,365,seed
PARK7,0.0008652772568767022,0.0,0.054773082942097026,0.008917060593038246,6.1425,510.0,366,first neighbor
RPL23,0.0008599565548848588,0.0,0.05320813771517997,0.013912763214439192,3.82441,190.0,367,first neighbor
CDK6,0.0008560465811755353,0.0,0.056338028169014086,0.009185646755479157,6.13327,435.0,368,first neighbor
KLF4,0.0008542045288022461,0.0,0.05320813771517997,0.005479157713794585,9.71101,495.0,369,first neighbor
MAP3K5,0.0008538583998473583,0.0,0.0594679186228482,0.007950150408250967,7.4801,313.0,370,first neighbor
CAD,0.000845147473090296,0.0,0.054773082942097026,0.006499785131070047,8.42691,209.0,371,first neighbor
MTA2,0.0008441196382001966,0.0,0.05320813771517997,0.006446067898581865,8.25436,218.0,372,first neighbor
MED21,0.0008377399708724548,0.0,0.056338028169014086,0.007359260850880962,7.65539,68.0,373,first neighbor
SNAI1,0.0008350626093426401,0.0,0.0594679186228482,0.006607219596046412,9.00045,624.0,374,first neighbor
EREG,0.0008338527258353007,0.0,0.054773082942097026,0.0027395788568972926,19.99325,88.0,375,first neighbor
CD2AP,0.0008317789598789258,0.0,0.04381846635367762,0.004941985388912763,8.86657,153.0,376,first neighbor
MCM3,0.0008317308944248906,0.0,0.051643192488262914,0.007198109153416416,7.17455,272.0,377,first neighbor
MCM6,0.0008307941018884882,0.0,0.05320813771517997,0.006983240223463687,7.61941,226.0,378,first neighbor
ERBIN,0.0008307227070397996,0.0,0.0594679186228482,0.006768371293510958,8.78615,123.0,379,first neighbor
BCR,0.0008305823757689739,0.0,0.051643192488262914,0.0066609368285345935,7.75314,472.0,380,first neighbor
GPS2,0.0008277783835990231,0.0077369439071566,0.03912363067292645,0.005318006016330039,7.35682,78.0,381,seed
HES1,0.0008274551293650712,0.0,0.05320813771517997,0.00461968199398367,11.51771,190.0,382,first neighbor
EMD,0.0008270648541945458,0.0,0.057902973395931145,0.01289213579716373,4.49134,291.0,383,first neighbor
PSMD2,0.0008238530181583307,0.0,0.051643192488262914,0.014342501074344649,3.60071,289.0,384,first neighbor
ETS2,0.000823240140205854,0.0,0.051643192488262914,0.004780833691448216,10.80213,136.0,385,first neighbor
DNAJA1,0.0008212412113020087,0.0,0.054773082942097026,0.00827245380318006,6.62114,286.0,386,first neighbor
MSH2,0.0008189086212267536,0.0,0.05320813771517997,0.0055328749462827675,9.61673,862.0,387,first neighbor
STIP1,0.0008172079645079915,0.0,0.051643192488262914,0.00923936398796734,5.58947,237.0,388,first neighbor
RASSF1,0.0008155839954729976,0.0,0.051643192488262914,0.005855178341211861,8.82009,502.0,389,first neighbor
MYBL2,0.00081354483628185,0.0,0.051643192488262914,0.0037602062741727547,13.73414,157.0,390,first neighbor
CCNH,0.0008127211150533427,0.0,0.04538341158059468,0.008165019338203695,5.55827,159.0,391,first neighbor
ANGPT1,0.0008115651084486376,0.0,0.05320813771517997,0.0024709926944563817,21.5331,326.0,392,first neighbor
RPS15A,0.0008112641098704782,0.0,0.048513302034428794,0.011817791147400086,4.10511,176.0,393,first neighbor
INSRR,0.0008068825769402853,0.0,0.03599374021909233,0.0022561237645036527,15.9538,30.0,394,first neighbor
TIAM1,0.0008065948935759201,0.0,0.048513302034428794,0.006607219596046412,7.34247,181.0,395,first neighbor
CTNND1,0.0008062479426468915,0.0,0.051643192488262914,0.005264288783841857,9.8101,369.0,396,first neighbor
TRIM24,0.0008053206574809277,0.0,0.051643192488262914,0.004297378599054577,12.01737,129.0,397,first neighbor
MLH1,0.0008045337627965228,0.0,0.051643192488262914,0.01240868070477009,4.16186,1051.0,398,first neighbor
RPS13,0.0008032752142022417,0.0,0.04538341158059468,0.012032660077352814,3.77169,198.0,399,first neighbor
EZR,0.0007979073545449906,0.0,0.05320813771517997,0.00778899871078642,6.83119,594.0,400,first neighbor
MMP9,0.0007977508921926283,0.0,0.056338028169014086,0.006983240223463687,8.06761,3059.0,401,first neighbor
SYNE1,0.0007964561864329026,0.04642166344294,0.0297339593114241,0.003384185646755479,8.78615,133.0,402,seed
PSEN1,0.0007957874860213816,0.0,0.050078247261345854,0.009507950150408251,5.26699,841.0,403,first neighbor
RPS17,0.0007944986417444924,0.0,0.04538341158059468,0.011226901590030081,4.04238,173.0,404,first neighbor
GTF2I,0.00079287873579764,0.0,0.054773082942097026,0.0063386334336055,8.64115,264.0,405,first neighbor
TNFRSF11B,0.0007904778645313473,0.132495164410058,0.012519561815336464,0.0010206274172754619,12.26653,778.0,406,seed
FLNB,0.0007845173647269945,0.0,0.048513302034428794,0.005425440481306403,8.94182,190.0,407,first neighbor
MED12,0.0007843726194553488,0.0,0.05320813771517997,0.0053717232488182205,9.90523,230.0,408,first neighbor
CCNA1,0.0007693390543719745,0.0,0.054773082942097026,0.005264288783841857,10.40465,157.0,409,first neighbor
BAG4,0.0007657842380325205,0.0,0.04225352112676056,0.009293081220455522,4.54677,67.0,410,first neighbor
OGT,0.0007646428696708851,0.0,0.051643192488262914,0.006284916201117319,8.21701,308.0,411,first neighbor
MED17,0.0007596724362017625,0.0,0.050078247261345854,0.004727116458960034,10.59383,95.0,412,first neighbor
TMPO,0.0007595220940214442,0.0,0.050078247261345854,0.006284916201117319,7.96801,228.0,413,first neighbor
ASH2L,0.000758594944908521,0.0,0.050078247261345854,0.0046733992264718525,10.71559,164.0,414,first neighbor
FOXP3,0.0007579330353027591,0.0,0.054773082942097026,0.006392350666093683,8.56854,1101.0,415,first neighbor
CBX5,0.000757157385944021,0.0,0.050078247261345854,0.01068972926514826,4.68471,274.0,416,first neighbor
CDC16,0.0007537880847158947,0.0,0.048513302034428794,0.009454232917920068,5.13138,145.0,417,first neighbor
MDM4,0.0007536718705664704,0.0,0.054773082942097026,0.004941985388912763,11.08321,332.0,418,first neighbor
DDX17,0.0007520998026534387,0.0,0.05320813771517997,0.007681564245810056,6.92673,290.0,419,first neighbor
FOXK2,0.0007520997821960172,0.0,0.048513302034428794,0.006983240223463687,6.9471,86.0,420,first neighbor
MRE11,0.0007490199128789364,0.0,0.054773082942097026,0.005049419853889127,10.8474,437.0,421,first neighbor
MTA3,0.0007463375889669574,0.0,0.046948356807511735,0.003599054576708208,13.04464,106.0,422,first neighbor
RFC1,0.000740969652060222,0.0,0.03912363067292645,0.0035453373442200257,11.03523,181.0,423,first neighbor
BCL10,0.0007366842414659792,0.0,0.050078247261345854,0.005694026643747314,8.79487,196.0,424,first neighbor
CTNNA1,0.0007332103420294427,0.0,0.051643192488262914,0.007144391920928234,7.22849,243.0,425,first neighbor
MYH10,0.0007322015818837342,0.0,0.051643192488262914,0.0058014611087236784,8.90176,218.0,426,first neighbor
DNAJB6,0.0007315884404045401,0.0,0.03599374021909233,0.00730554361839278,4.92691,184.0,427,first neighbor
CASP7,0.0007307564669533392,0.0,0.048513302034428794,0.00558659217877095,8.68388,244.0,428,first neighbor
FASN,0.0007268791060705565,0.0,0.04538341158059468,0.006070047271164589,7.47662,469.0,429,first neighbor
MYBBP1A,0.0007244371823849683,0.0,0.04381846635367762,0.0055328749462827675,7.91966,209.0,430,first neighbor
TRIB1,0.0007216677692788963,0.133462282398453,0.014084507042253521,0.0013966480446927375,10.08451,122.0,431,seed
DCAF7,0.0007209892511919277,0.0,0.04538341158059468,0.006875805758487323,6.60045,122.0,432,first neighbor
TEAD2,0.0007152488542050844,0.0,0.03912363067292645,0.005908895573700043,6.62114,42.0,433,first neighbor
JUND,0.0007146749909571343,0.0,0.050078247261345854,0.008057584873227332,6.21504,136.0,434,first neighbor
TPM3,0.0007132789933786636,0.0,0.046948356807511735,0.009024495058014611,5.20233,234.0,435,first neighbor
BAP1,0.0007130440351414702,0.0087040618955512,0.03912363067292645,0.003867640739149119,10.11563,350.0,436,seed
RBBP5,0.0007116713521430827,0.0,0.046948356807511735,0.0037602062741727547,12.48558,151.0,437,first neighbor
BCL3,0.0007103744703356748,0.0,0.050078247261345854,0.003599054576708208,13.91428,140.0,438,first neighbor
PTK2B,0.0007066165497939938,0.0,0.04225352112676056,0.007090674688440051,5.95903,318.0,439,first neighbor
TPM1,0.000706130717670534,0.0,0.04068857589984351,0.007681564245810056,5.29691,273.0,440,first neighbor
ERCC3,0.0007051778786590455,0.0,0.04068857589984351,0.007627847013321874,5.33421,210.0,441,first neighbor
DYRK1A,0.0007051156434742859,0.0,0.04225352112676056,0.005318006016330039,7.94537,250.0,442,first neighbor
HBEGF,0.0007041312688491655,0.0,0.048513302034428794,0.003115599484314568,15.5711,207.0,443,first neighbor
TFAP4,0.0006995977703200184,0.0,0.04381846635367762,0.0066609368285345935,6.57842,86.0,444,first neighbor
PIP5K1C,0.0006949481555362552,0.0,0.04225352112676056,0.005049419853889127,8.368,78.0,445,first neighbor
SEC16A,0.0006916023233157431,0.0,0.04068857589984351,0.007896433175762784,5.15278,149.0,446,first neighbor
USP37,0.0006915456832468708,0.0,0.04538341158059468,0.005210571551353674,8.70987,53.0,447,first neighbor
LDHA,0.0006902684980960396,0.0,0.048513302034428794,0.006123764503652772,7.92214,389.0,448,first neighbor
GADD45A,0.0006832875762823761,0.0,0.046948356807511735,0.005908895573700043,7.94537,196.0,449,first neighbor
PTTG1,0.0006825185169972254,0.0,0.04068857589984351,0.004458530296519123,9.12601,297.0,450,first neighbor
NOTCH3,0.0006800381715100851,0.0,0.03912363067292645,0.006983240223463687,5.6025,463.0,451,first neighbor
MAP2K7,0.0006800108063702113,0.0,0.04381846635367762,0.0053717232488182205,8.15725,151.0,452,first neighbor
FAM91A1,0.0006740634607777099,0.133462282398453,0.006259780907668232,0.0011280618822518264,5.54915,46.0,453,seed
AATF,0.0006715534824085928,0.0,0.04225352112676056,0.0040825096691018475,10.34989,119.0,454,first neighbor
TXN,0.0006715004327743409,0.0,0.04381846635367762,0.00655350236355823,6.68627,455.0,455,first neighbor
UBE2E1,0.0006689944463815815,0.0,0.03912363067292645,0.009561667382896433,4.09172,149.0,456,first neighbor
PPM1A,0.0006689454074506917,0.0,0.048513302034428794,0.006392350666093683,7.58927,109.0,457,first neighbor
PPP3CA,0.0006674560079250597,0.0,0.03599374021909233,0.0072518263859045985,4.9634,203.0,458,first neighbor
RRAS,0.000665952889665522,0.0,0.04068857589984351,0.007198109153416416,5.65268,83.0,459,first neighbor
PA2G4,0.0006629276788269621,0.0,0.050078247261345854,0.007842715943274603,6.38532,185.0,460,first neighbor
NLK,0.000660803268602003,0.0,0.03599374021909233,0.003921357971637301,9.1789,97.0,461,first neighbor
RORC,0.0006564454931167226,0.0,0.04225352112676056,0.0034916201117318434,12.10141,155.0,462,first neighbor
VASP,0.0006552945885649642,0.0,0.03912363067292645,0.0066609368285345935,5.87359,218.0,463,first neighbor
EIF3A,0.0006527824946937772,0.0,0.03755868544600939,0.007842715943274603,4.78899,244.0,464,first neighbor
STAG2,0.0006518270634967419,0.0,0.04068857589984351,0.00827245380318006,4.91856,145.0,465,first neighbor
DNAJB1,0.0006503864789996372,0.0,0.04068857589984351,0.005318006016330039,7.6511,215.0,466,first neighbor
EIF2S3,0.0006456675388774851,0.0,0.03599374021909233,0.006499785131070047,5.53768,132.0,467,first neighbor
KDM6A,0.0006455978401395308,0.0174081237911025,0.018779342723004695,0.0019338203695745595,9.71101,180.0,468,seed
ERCC6,0.0006399145085041796,0.0,0.04381846635367762,0.004565964761495488,9.59676,246.0,469,first neighbor
DMD,0.0006391493243202019,0.0386847195357834,0.03129890453834116,0.0055328749462827675,5.6569,533.0,470,seed
ACTR3,0.0006388086468258052,0.0,0.03599374021909233,0.004941985388912763,7.28326,190.0,471,first neighbor
FOXK1,0.0006375566003083248,0.0,0.03912363067292645,0.004458530296519123,8.77501,121.0,472,first neighbor
BCAS3,0.00063617427406142,0.023452157598499,0.023474178403755867,0.0021486892995272885,10.92488,51.0,473,seed
USP21,0.0006311260501739144,0.0,0.03599374021909233,0.007681564245810056,4.68573,71.0,474,first neighbor
NSMCE2,0.0006294918249749194,0.134429400386847,0.00782472613458529,0.001289213579716373,6.06938,51.0,475,seed
NINL,0.0006290751981341823,0.0,0.04068857589984351,0.014933390631714654,2.72467,46.0,476,first neighbor
EIF3E,0.0006288237304128068,0.0,0.03912363067292645,0.00827245380318006,4.72939,193.0,477,first neighbor
EEF1G,0.0006268058203977014,0.0,0.04225352112676056,0.009776536312849162,4.32193,214.0,478,first neighbor
PIP5K1A,0.0006249323119408064,0.0,0.03442879499217527,0.005694026643747314,6.04648,91.0,479,first neighbor
MALT1,0.0006114329628416064,0.0,0.03912363067292645,0.004351095831542759,8.99167,244.0,480,first neighbor
FER,0.0006109985761800503,0.0,0.04068857589984351,0.002094972067039106,19.42201,96.0,481,first neighbor
NUDC,0.0006080189944535709,0.0,0.03755868544600939,0.012354963472281908,3.03997,136.0,482,first neighbor
ALDOA,0.0006070964942083686,0.0,0.04381846635367762,0.005747743876235496,7.62359,246.0,483,first neighbor
NIPBL,0.0006070752296757887,0.0154738878143133,0.03129890453834116,0.0019338203695745595,16.18501,161.0,484,seed
EBNA1BP2,0.0006070264978392103,0.0,0.03129890453834116,0.004888268156424581,6.40286,130.0,485,first neighbor
KDM5B,0.0006062934174079695,0.0,0.03755868544600939,0.003921357971637301,9.57798,141.0,486,first neighbor
TAL1,0.000604476940763545,0.0,0.04068857589984351,0.0034916201117318434,11.65321,143.0,487,first neighbor
HBP1,0.0006038658729925863,0.0,0.03599374021909233,0.0025247099269445636,14.25658,67.0,488,first neighbor
TNFRSF10B,0.000601373921790302,0.0,0.03599374021909233,0.0046733992264718525,7.70183,396.0,489,first neighbor
SPTBN2,0.0005899225080486016,0.0,0.03286384976525822,0.0029007305543618392,11.32951,89.0,490,first neighbor
MACROH2A1,0.0005887725853026793,0.0,0.04068857589984351,0.006177481736140954,6.5866,198.0,491,first neighbor
YBX3,0.0005872463868787936,0.0,0.03599374021909233,0.0046733992264718525,7.70183,162.0,492,first neighbor
CHD8,0.0005871770073869549,0.0,0.03755868544600939,0.003599054576708208,10.43571,136.0,493,first neighbor
AGER,0.0005814831964831542,0.0,0.03912363067292645,0.004404813064030941,8.88202,986.0,494,first neighbor
DAPK3,0.0005805385138892228,0.0,0.03755868544600939,0.003276751181779115,11.46217,80.0,495,first neighbor
PAX5,0.0005795288759472703,0.0,0.03129890453834116,0.004297378599054577,7.28326,195.0,496,first neighbor
SERPINH1,0.0005778627519127924,0.0,0.03286384976525822,0.008218736570691878,3.99865,219.0,497,first neighbor
CDKN1C,0.000576228073530386,0.0,0.03442879499217527,0.0021486892995272885,16.02316,241.0,498,first neighbor
RRAS2,0.0005746471408954731,0.0,0.03442879499217527,0.006231198968629136,5.52523,76.0,499,first neighbor
AHNAK,0.0005732857336403563,0.0,0.04068857589984351,0.005908895573700043,6.88599,178.0,500,first neighbor
WRN,0.0005701955686274825,0.0,0.03755868544600939,0.0029007305543618392,12.94801,355.0,501,first neighbor
APPL1,0.0005692165326094038,0.0,0.03286384976525822,0.005640309411259132,5.8266,114.0,502,first neighbor
HIVEP1,0.0005683246827454015,0.0125725338491296,0.03129890453834116,0.004941985388912763,6.33327,60.0,503,seed
MED19,0.0005681179888226655,0.0,0.03442879499217527,0.0045122475290073055,7.63008,68.0,504,first neighbor
XRN1,0.0005661984658706968,0.0,0.028169014084507043,0.006446067898581865,4.36995,110.0,505,first neighbor
CAPZA1,0.0005661002968827427,0.0,0.03755868544600939,0.005210571551353674,7.20817,166.0,506,first neighbor
SLC25A5,0.0005654265573402407,0.0,0.03129890453834116,0.006768371293510958,4.62429,243.0,507,first neighbor
USP2,0.0005653218457342996,0.0,0.03442879499217527,0.011280618822518265,3.05203,129.0,508,first neighbor
CASP1,0.0005637404626897145,0.0,0.03912363067292645,0.0055328749462827675,7.07112,364.0,509,first neighbor
ITGA2B,0.000562972775342963,0.0,0.03442879499217527,0.005640309411259132,6.10406,430.0,510,first neighbor
TAF9,0.0005621501650639937,0.0,0.0297339593114241,0.0072518263859045985,4.1002,122.0,511,first neighbor
NAP1L1,0.0005596711091938611,0.0,0.03442879499217527,0.0068220885259991405,5.04666,205.0,512,first neighbor
XRCC3,0.0005577889534415935,0.0,0.03755868544600939,0.008165019338203695,4.59995,501.0,513,first neighbor
CRYAB,0.0005574076220702449,0.0,0.03286384976525822,0.007144391920928234,4.59995,373.0,514,first neighbor
RFC4,0.0005565973822574938,0.0,0.03286384976525822,0.004565964761495488,7.19757,167.0,515,first neighbor
TEC,0.0005547678223908149,0.0,0.03129890453834116,0.006392350666093683,4.89631,80.0,516,first neighbor
IL24,0.000549913013133792,0.0,0.03286384976525822,0.003921357971637301,8.38073,180.0,517,first neighbor
IRF2,0.0005458426265634675,0.0,0.03599374021909233,0.0035453373442200257,10.15242,100.0,518,first neighbor
TRAP1,0.000545106385653565,0.0,0.03286384976525822,0.005694026643747314,5.77164,203.0,519,first neighbor
PTPA,0.0005440296908038326,0.0,0.03599374021909233,0.0040825096691018475,8.81657,239.0,520,first neighbor
FANCI,0.0005427331323206146,0.0,0.03599374021909233,0.00461968199398367,7.79139,157.0,521,first neighbor
HNRNPUL1,0.0005414153182347741,0.0,0.03599374021909233,0.0111731843575419,3.22144,184.0,522,first neighbor
CEBPZ,0.0005288373633770418,0.0,0.026604068857589987,0.00413622690159003,6.43197,90.0,523,first neighbor
STYX,0.0005245731660087829,0.0,0.0297339593114241,0.00365277180919639,8.14011,23.0,524,first neighbor
CBFB,0.0005230677016384352,0.0174081237911025,0.020344287949921755,0.0022561237645036527,9.01736,167.0,525,seed
NRG2,0.0005225201399930268,0.0,0.03442879499217527,0.001557799742157284,22.10091,25.0,526,first neighbor
FOXG1,0.0005216678243613092,0.0,0.03442879499217527,0.004780833691448216,7.20142,114.0,527,first neighbor
LRPPRC,0.000520852918319091,0.0,0.03129890453834116,0.006016330038676407,5.20233,211.0,528,first neighbor
TWIST2,0.0005181369826405947,0.0,0.03129890453834116,0.002578427159432746,12.13876,75.0,529,first neighbor
ATF1,0.0005157830623613061,0.0,0.03912363067292645,0.006070047271164589,6.44536,114.0,530,first neighbor
SERPINB5,0.0005117548033449497,0.0,0.03442879499217527,0.004834550923936399,7.1214,257.0,531,first neighbor
FAM83A,0.0005115879850530199,0.129593810444874,0.006259780907668232,0.0017726686721100129,3.53128,41.0,532,seed
CBX3,0.0005102712121863963,0.0,0.03286384976525822,0.006446067898581865,5.09828,263.0,533,first neighbor
HIC1,0.0005099470895478652,0.0,0.03129890453834116,0.001826385904598195,17.13707,86.0,534,first neighbor
SNRPD3,0.0005088191044451787,0.0,0.03129890453834116,0.011012032660077354,2.84225,192.0,535,first neighbor
